Name,Status,Price,Stars,Ratings,URL,UPC
Microsoft Xbox One X 1TB Tom Clancy’s The Division 2 Console Bundle - Black,Novo em folha,"R$ 2 138,63",4.5,0,https://www.ebay.com/itm/Microsoft-Xbox-One-X-1TB-Tom-Clancy-s-The-Division-2-Console-Bundle-Black/283913852031?epid=11029100475&hash=item421a95947f:g:PVcAAOSwOe5e5bir,
Xbox One X Cyberpunk 2077 Limited Edition 1TB Console Bundle! Fast Shipping,Novo em folha,"R$ 2 608,09",0,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-Limited-Edition-1TB-Console-Bundle-Fast-Shipping/114260261954?hash=item1a9a713c42:g:L-YAAOSwUIhe57Fa,889842564075
Xbox One X 1 TB Cyberpunk 2077 Limited Edition Console Bundle BRAND NEW,Novo em folha,"R$ 2 607,89",0,0,https://www.ebay.com/itm/Xbox-One-X-1-TB-Cyberpunk-2077-Limited-Edition-Console-Bundle-BRAND-NEW/254625416604?hash=item3b48db859c:g:~tAAAOSwRh9e5kfZ,889842564075
Xbox One X Cyberpunk 2077 Limited Edition Nuevo Sellado ,Novo em folha,"R$ 4 998,94",0,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-Limited-Edition-Nuevo-Sellado/254615140786?hash=item3b483eb9b2:g:FDMAAOSwLg1e1kso,
Xbox One X Cyberpunk 2077 Limited Edition 1TB Console Bundle - in hand,Novo em folha,"R$ 2 086,52",Tem,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-Limited-Edition-1TB-Console-Bundle-in-hand/203019921460?hash=item2f44ee2834:g:WqcAAOSwCMBe5B-C,
XBOX ONE X 1TB Consola,Novo em folha,"R$ 2 285,93",Pre,0,https://www.ebay.com/itm/XBOX-ONE-X-1TB-Consola/173969854510?hash=item288169502e:g:7d0AAOSwgaZemHk9,0889842208337
Xbox One X Forza Horizon 4 Peer Edition,Seminovo,"R$ 3 636,17",0,0,https://www.ebay.com/itm/Xbox-One-X-Forza-Horizon-4-Peer-Edition/402283911209?hash=item5da9fd5829:g:KgQAAOSwdTRe16Sh,Does Not Apply
Xbox One X 1TB Console Cyberpunk 2077 Limited Edition Bundle Sold out everywhere,Novo em folha,"R$ 3 124,56",0,0,https://www.ebay.com/itm/Xbox-One-X-1TB-Console-Cyberpunk-2077-Limited-Edition-Bundle-Sold-out-everywhere/114252241506?hash=item1a99f6da62:g:VN4AAOSwDpte3XD~,
BRAND NEW Microsoft Xbox One X 1TB Star Wars Jedi: Fallen Order Bundle,Novo em folha,"R$ 2 289,95",5.0,0,https://www.ebay.com/itm/BRAND-NEW-Microsoft-Xbox-One-X-1TB-Star-Wars-Jedi-Fallen-Order-Bundle/264764232505?epid=21034673803&hash=item3da52d9339:g:XPkAAOSwEX1eNtQD,0889842485257
Novo anúncio,Novo em folha,"R$ 1 877,87",Tem,0,https://www.ebay.com/itm/XBOX-ONE-X-CYBERPUNK-2077-Limited-Edition-Bundle-Console-READY-TO-SHIP-NOW/283915949587?hash=item421ab59613:g:wX4AAOSw3hZe4AF-,
MICROSOFT CYBERPUNK 2077 XBOX ONE X LIMITED SPECIAL EDITION SOFORT LIEFERBAR,Novo em folha,"R$ 2 287,75",0,0,https://www.ebay.com/itm/MICROSOFT-CYBERPUNK-2077-XBOX-ONE-X-LIMITED-SPECIAL-EDITION-SOFORT-LIEFERBAR/363010689822?hash=item54851f8b1e:g:Ky0AAOSwW5Je2oPI,
Xbox One X Cyberpunk 2077 Limited Edition 1TB Console Bundle In Hand,Novo em folha,"R$ 2 602,93",0,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-Limited-Edition-1TB-Console-Bundle-In-Hand/274393846261?hash=item3fe325d1f5:g:TVoAAOSwRB5e4X8O,
Xbox One X Cyberpunk 2077 Limited Edition Bundle 1TB,Novo em folha,"R$ 2 523,63",0,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-Limited-Edition-Bundle-1TB/402293182369?hash=item5daa8acfa1:g:1mEAAOSwKbNe44Be,
Xbox One X Cyberpunk 2077 Limited Edition Console 1TB - Brand New & Sealed UK,Novo em folha,"R$ 2 425,04",0,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-Limited-Edition-Console-1TB-Brand-New-Sealed-UK/264762483095?hash=item3da512e197:g:LlsAAOSwhIRe49SQ,
Xbox One X 1TB Console Cyberpunk 2077 Limited Edition Bundle Collectors IN HAND,Novo em folha,"R$ 2 034,35",Tem,0,https://www.ebay.com/itm/Xbox-One-X-1TB-Console-Cyberpunk-2077-Limited-Edition-Bundle-Collectors-IN-HAND/224045799353?hash=item342a2b97b9:g:7JAAAOSw1fJe3SRO,
Xbox One X Cyberpunk 2077 Limited Edition 1TB Console Bundle IN HAND,Novo em folha,"R$ 2 868,96",0,0,https://www.ebay.com/itm/Xbox-One-X-Cyberpunk-2077-Limited-Edition-1TB-Console-Bundle-IN-HAND/224042490901?hash=item3429f91c15:g:8wwAAOSwu19e4sqd,889842564075
Name,Status,Price,Stars,Ratings,URL,UPC
Nintendo Switch OLED Model HEG-001 Handheld Console Only Good Condition,Pre-Owned,$199.00,Ope,0,https://www.ebay.com/itm/224728314476?hash=item3452d9f26c:g:3m4AAOSwMNhkyEYE&amdata=enc%3AAQAIAAAA0FKQ6m9svWQ%2BEAy4fXE1vx3%2F4UNgON3CF3fKlnsWPprGr0DvdcTYRn0LE5P0Duu7%2B7cIjqHqK5auS5c7mcRfluScO5qHOP5qnNUCiIC2nZXOyng5us8fgRWRm19ubhLtp%2FvDx11a1FpA%2FXuXyTgALumzlVHnxaq%2B1ftdAqq3BmM9D%2FKUHFguhnnm3UT8cvYoDuxDuwXYkykBaeDR77nazHBgtCJXM8z%2FhaD3PDMCLOFfUaycON8lkuwR4kvmyxoG82vdeAlhjX7dqFfL%2FAFToKo%3D%7Ctkp%3ABk9SR9ip8sKIYw,
Nintendo DS Lite Console OEM Working with USB Charger Red Black White - You Pick,Pre-Owned,$59.97,Ope,0,https://www.ebay.com/itm/166328857092?hash=item26b9f8f204:g:iYkAAOSwJahk~ODM&amdata=enc%3AAQAIAAAA0LJBhbC3irq5QwSseoQjUjfIn4E%2Fw6c9dYMZIsox5x6AtNxIfs927kPfFKVY96Er79ipU5dZO7YIkblPZwc%2B7V6HDx0E4HTzbTb9teKUuNP%2BWzjBcV7uvj6zt9qA1afv4ab4tQSJcTW20pmI92fl8u9ImizdgKv%2FQeUWmexGE5CWs5uJDeiXPVAgajnN8rjFI%2FFBa7igpJ2MJCXgI3Cm2zBMx9E8niC6eAoyxvKB6EMDjDv5UTOXCAN245h9gEhETAytdNVuKekdMBWvW9DtSPk%3D%7Ctkp%3ABlBMUNap8sKIYw,
Nintendo Switch Console with Neon Blue and Neon Red Joy Cons 32GB V2,Excellent - Refurbished,$254.99,Ope,0,https://www.ebay.com/itm/195302472644?epid=16029037217&hash=item2d78ef3bc4:g:xm4AAOSw4kNejy51:sc:ShippingMethodExpress!80301!US!-1&amdata=enc%3AAQAIAAAA8NiQBq6xejIBLirQRyr54TdnEnU3TJZKJWFLwWIDgLVNEbhi%2BmwUQ9PWOdg2Baqcd0y2xvStFoZGaJPZW1b%2F2r1T7L0xrAuFte4eR0aG2wiXaVmQBxZfp1dLWdNFWvGUHOsq52pbiyGiT7yym04Dk9fcs%2FnwNWLVOWOOc0wXIQ1%2Ff7rZ0kXvnb%2BTSRptV21GCAuyDjtqLJ1LpGMGvXXpukgDzapnIMBEWc%2BgUTR5VR%2Fs8z42syJoOnqaTQMVt8ox6L1mVzLooBW0pN%2FOT%2FqAPVklSq9UsJd609HRwOf3W3evTxZli6AVrjUJ1vDr2Epu6g%3D%3D%7Ctkp%3ABk9SR9ip8sKIYw,
Nintendo Switch 32GB Handheld Console + Two Games,Pre-Owned,$220.00,Ope,0,https://www.ebay.com/itm/335149888520?epid=16029037217&hash=item4e087d7408:g:ZOkAAOSwqsZlbfTB&amdata=enc%3AAQAIAAAA8C6OREUABdDJy9nnyJ2C5qbhg7BMd%2B4hKYAt0N9prD783HgNM0cUPRqiHcwW4I1v3tR0KxA1Z4ufL9Hw%2B1FkEcTf2sNo1MK05HJAHiBC%2B5JK6leLbWcQ0E4kDUHsIsZCw3u%2BAnfIcmU0KqQ%2Frl7Mg70a4r1qrat8L5EQaFgRA9DB3VMj8z92qM64afaR3c4NWmpQDtFSiViCugZ6OX%2BwjBa%2Bgs%2BpkLVLLwZw04yVWHgka2L49zOpw3R7lMxfWOtZ%2BFuxArFYc30cboQIRwMla6sMxcxATvwKZ0ATgqc1BW2HNHDJZogV8TvTWphxUASJMA%3D%3D%7Ctkp%3ABFBM8Knywohj,
Nintendo Switch 32GB Handheld Console - Neon Red/Neon Blue,Pre-Owned,$250.00,Ope,0,https://www.ebay.com/itm/305292629328?epid=16029037217&hash=item4714dbd550:g:MZsAAOSwVfBlZ4zr&amdata=enc%3AAQAIAAAA8Im1rZJ7bzgG4oVCN1EyUjWxsw82KWe%2Btc5s5DttY69YPLFJP1i2osHWZK5tTsMORnAXtcD%2F8KHoPsCNfiZ3czZhZ5O0Igw7oYOKeGjwj5EW9zPW%2BzGz6bLVn7uA3FArl98wgT%2FPZb0FWZJz72fkOBxx%2BzAn5OSd4YP7cDyYeAyBHIefoKDjItMQRN04sBVOQVQ%2BAdo2dmEtdWMQkHkxOLN4QZrMoRI8tWqIGbOS3Fe0JdxyTzaMQvmXSsxItLd34yilXMeIJtR1%2FHOuFQhXxJkY7cR85fVJlrdC5C2ZPXqLvd2h47M9TPadivodwb%2Bz%2Bg%3D%3D%7Ctkp%3ABFBM8Knywohj,
Nintendo Switch console bundle. 5 Total Controllers. Mario Kart/Smash Bros.,Pre-Owned,$310.00,Ope,0,https://www.ebay.com/itm/196103643047?hash=item2da8b01fa7:g:Bk0AAOSw2wRlZU16&amdata=enc%3AAQAIAAAA8DenWNgJz%2B%2Fyob1e9DED%2BCztmX7B5QdCWA44LwYrjVE7An1ctdfFYkNNZfmLXD7wTpsAtlWpQ4rYQeDl6Cegv3jdbWGuIf7edL4rZZiKdLBDJcmRZp9nC%2BwDUE%2F5DSfsigdCRvUBtOGBBwQdvywf0OOFUGGzgpX%2BqAcHOXFOyCoYkcHFJ0VYjP%2FPD%2B4Rv%2Boa%2ByfG5puQz%2FDWlXvoeEwS0UHt2QlM0dOxS3ojkiO5lVCP%2BPLoyjZShTxeI0aRTThyAxdUQtNlOSnBkLw7I1epEj7hRHcw0g7LE0HCGS8NYjk4CRSUyzBTskhpEJltWJUewg%3D%3D%7Ctkp%3ABk9SR-6p8sKIYw,
Nintendo Switch OLED Model HEG-001 Handheld Console - 64GB - White,Open Box,$102.50,Ope,0,https://www.ebay.com/itm/386357807832?epid=10048191653&hash=item59f4b84ad8:g:wf8AAOSwzLpi~jUz&amdata=enc%3AAQAIAAAA0B6AUnbDKx9RsBvaxiyALDuEnLhkD2ghZRxZv60hiAKoU%2FsG9NU%2BpVCCOdgQhw4vF4Ct7LVaftoleADESCxcsNj5FE%2Bn1Nk6P%2FbSOUFgHOHidBcSWJTx9FhKi35SjrXYFwDVeMneBkBn6KcjqAxTq3ETeHlJSrAwlxTvQHFuK%2BuAyvVK0u%2BhfQChAQtE4cRhLu6XoiY0qlHIr9C%2BcILP1QhRKWhXJ94%2BWWAQGv9fUfITpqYINHe2j5hakA9lhyNcvbA0n1IbIbLnzkzjv1voJn0%3D%7Ctkp%3ABk9SR-6p8sKIYw,
Nintendo Switch 32GB Handheld Console - Neon Red/Neon Blue,Pre-Owned,$175.00,Ope,0,https://www.ebay.com/itm/354995823133?epid=16029037217&hash=item52a766621d:g:QmoAAOSwxrdjoYqs&amdata=enc%3AAQAIAAAA0MMYm9JNkzZOtiwhwBXAoJLL45J4fQfea4192lPNiek1QQ%2BbRGJK29V32UQc5SzC6QXrIVy%2BQsodXsMPg3eXCOfd6lL7yklkbTTRGGq9%2B2RVLVsUonxhKa83u5kOUYxphTKHZC9TdX2LFNtCbk2%2Fkj3%2Bn2kcXsuD5mAIIyrdkAMIsrFnFGr8uo9aSZnVYdu19%2B9trkB%2F9D6tyZdsgoh3kw8CV7n6IC%2FpJ%2FvBJ8ZTwBJIh0Y7uY1u2v2qPxewleqN%2Bi9QWwal8gBsg78kXPTWPSw%3D%7Ctkp%3ABk9SR-6p8sKIYw,
Nintendo Switch 32GB Handheld Console - Neon Red/Neon Blue,Pre-Owned,$199.99,Ope,0,https://www.ebay.com/itm/276142608938?epid=16029037217&hash=item404b61d22a:g:QmoAAOSwxrdjoYqs&amdata=enc%3AAQAIAAAA8F1eiiD5llnRzxUf8IsIOJMjq25TrBc4T8KQOPw6Y7SCQ7yCZgTm6LyME%2B9Ti2jAGoXhKlKxRv%2Fi5rWzHUTIZXXYuNubXT4q7R5RjFhzvhnJDMuFbTE4Z9OKEUVzk1JLqT%2FCVsM1e5lNpCGMsiupcqrjWUt418XKPhMLTjF5zl%2FauG8rk7i7M2IXYvOaFJ22XFXc%2Fakw9oK4qS9IbjMh41757OB4PdXresSaMaPvIPgNxPKa3p1ZcpJbjUiEXKnle5cmGK%2F1H8ZyRp0pGD2NBFXiV0Jff0hd52SUbhFXy3MCxFbg%2FRdLQjIHF5NGKVFoIg%3D%3D%7Ctkp%3ABk9SR-6p8sKIYw,
Nintendo Switch OLED Model HEG-001 Handheld Console - 64GB - White,Brand New,$200.00,Ope,0,https://www.ebay.com/itm/386364091079?epid=10048191653&hash=item59f5182ac7:g:Z6YAAOSwd9Blb4Cm&amdata=enc%3AAQAIAAAA8CEKwHZJqVd4RdqjdYMIUWq8AzfKDY1bLBkR0xO4usCwAOXflKBela9mflmqShBl1J72zC8F7fDqusNDjjKUEagRdOF429xeskULiMhFscnV8N0N0UPbgubBYdVmRoVmjhcEmm2Ccss7Zq3DQC4SmOF5LSwJWHCWkeCGBz%2Bm3MxtEbgTfutFGYE%2F2CP0Sv0OooJ%2FFgiDTpPWuny54fYM06RiOcokd%2FjcEVvJEwWNo3MW%2FP5Hwm7uQMjqBmYDJOGmFiMECMKlQ%2BeKLYOtzEUxirtcM316Sw93BbOMKsuhJ8sUWQqr4KKFymLTyYaYgBlTZA%3D%3D%7Ctkp%3ABk9SR-6p8sKIYw,
"NINTENDO SWITCH MODEL HAC-001(-01) 32GB CONSOLE W/ CHARGING BASE, CASE,   *READ*",Pre-Owned,$112.50,Ope,0,https://www.ebay.com/itm/404655834448?hash=item5e375e0550:g:ZfEAAOSwIrRlagx7&amdata=enc%3AAQAIAAAA8JHWGQl30W26YhN%2FOLNLnmhlBz9bQI554PrHyuOaGW0DQrvB%2Fb0P8Ap%2BcV9LQcDK3zjmOx%2B3KdJIeZ0vL%2FGU5JcgaB9CyS0v9eke8uwLunwKYMAdMLyUWxtpxy5sBWF%2FeyMhCy6eg7qIl4YTrvgrfuKWXVq4v7hHkIkcg%2B1rI7pQ58iFYl4UMWHlvf4TdD3W6tdbiDpd%2BYdcF5qMv9lM4B1PP4tpILGZWetDahPdApkBSedtvBt5n6AnMbZFrLWhL8aOglE0SB4FX%2B%2FFGvvfcu41P%2BnjwxzIgbrmrYgnxT38R8aw%2FalyKlv8798QfExHYw%3D%3D%7Ctkp%3ABk9SR-6p8sKIYw,
Nintendo Switch Lite Console w/ Mario Case + 64GB SD + OEM Charger,Pre-Owned,$82.00,Ope,0,https://www.ebay.com/itm/196119793779?hash=item2da9a69073:g:kNUAAOSw6YtlcOtB&amdata=enc%3AAQAIAAAA8NmFOqD%2FwkS9493OCJt8tY95LavTOCOJMejbOl%2FELxDnwAMEG%2FlQkbldCYx62eaiOlpwWnuyRFHgxZ6jCfon3ih%2B0uGJ2a246VZcOGtRWHozfjd0SqK9L8%2FP9PZ%2Bj9EYc3G2sY0kgwi7AZffedZemDJ3n8ZivWhpdXF4vR04OoTZAPyh7GAn5xGkyCj%2BDiqb16zKbPDjkUotkTgQZuj3s6Z7%2FP073WgUCvHs%2FIaqQpmL6MgtmTHJnYa%2BdqxIVqy0szcnAIB1ufkMZcDlD7STYJ6RyFu1%2FyXDYp92I61OmVevBnraExvnnP2q2oZ2hriIsg%3D%3D%7Ctkp%3ABk9SR-6p8sKIYw,
"Nintendo Switch OLED Model Handheld Console - 128GB+64GB - White, With Games,Lot",Pre-Owned,$325.00,Ope,0,https://www.ebay.com/itm/196107267994?epid=0&hash=item2da8e76f9a:g:yTwAAOSwlFplZ-gR&amdata=enc%3AAQAIAAAA0CoWngoEs6yc2b6OE3MHyoSSiY2yWPNCZVjEJ8xV%2BB28L4Q%2BmTO3zk2agGVWutXP15UzA6g0bvSooVxKRDXSg7XqMcCeu3HYsdZ7xc%2B5s9%2F2dAyudIRtXPXfP%2Fl%2Fjf7EfonVZcv7Z5yd9%2F2uuGIbtjOLk%2Bz%2FB0Cyhc69mNHx2cAetJdUlTFdDMQSkS2dkMgnGn%2BD5%2BhOBrSqYTiIu%2FmWtLBOttpf3sOo5YpOMGywv%2BlHiQFgnxviYIbMklqyPTYIZZmM%2BkVYEtFpytS1BEVW1AI%3D%7Ctkp%3ABk9SR-6p8sKIYw,
nintendo switch console bundle,Pre-Owned,$185.50,Ope,0,https://www.ebay.com/itm/126219243789?hash=item1d6340d10d:g:t2oAAOSwisVlbKcJ&amdata=enc%3AAQAIAAAA0FPbyc9RDJxKjim%2FszqHmkp4R0mSjmh8XtPxaifLJ6VIZoPyMr%2Bcg0N9T6okAUm0nU5LHyD%2BQ7h%2BjCYcKuPrMTr6ahkueYQo%2B7VKTHmlmUckyn0rVws6eh1XW38XH17DdM%2FLnO1jn5dGcMF1gyoWb9%2BpYaYLZFM0me6DZAwtwRCEom95lcyQ0utZkNEHdTewPTuK%2B7GqPb267ziOBJozfQ8t6fFqDeh0eoHPRXzUqWk3zElCL%2BlQ6Wi0CA7A%2Blt68cZnvWiEz8IcVWZ%2Fq6V2CWg%3D%7Ctkp%3ABk9SR-6p8sKIYw,
Nintendo Switch 32GB Handheld Console - Neon Red/Neon Blue,Brand New,$250.00,Ope,0,https://www.ebay.com/itm/256333275793?epid=16029037217&hash=item3baea76291:g:wN8AAOSwop1lcS11&amdata=enc%3AAQAIAAAA8EEFmyZ%2B0PqoaR3ggdTenishwv2HCNiBFO%2Fvm39PKr6KCIDxL%2B9q350YC86iz6IkZ0mY6vuFqFpQixqdn86HZ7cxszyBBYVpaR7qvljDfg7MUbkdjq1P2CcoUbM4jZELZbtCad9TBzaFUctVAzf%2BWxTVbWNV4BN03Hd9B0XYYsDWgNQMvtlnQoj90KKZBsgpiQ%2B6ltWtQ%2Fxpqv1v6E9LDRm3OYN1jAoVSeJBQSw4wlb24mlFzir09jyFu3Eo8EWkP9WgzGo3lJ%2FsNdERTBVkdK4PK95BuOcShufi37uQ7B3%2BNeNuFbsL3vnARynflVypjw%3D%3D%7Ctkp%3ABk9SR-6p8sKIYw,
Nintendo Switch OLED Model HEG-001 Handheld Console - 64GB - White,Brand New,$174.50,Ope,0,https://www.ebay.com/itm/166476820573?epid=8048191202&hash=item26c2cab05d:g:2CQAAOSwaOVlbNbF&amdata=enc%3AAQAIAAAA8PuwSC5BMQCoWgcvNiY6uV5b4pKnukmaadVexejPpbUj%2BgX0uBmPy25jEnmmAGgpVZ6IwjEaivhy9RYBARTDOxL8TuoNQ0Ld24Cbtznn7tvTsSGPf3eW6%2BcJS2wYYyM5Z2JFYqSBB1zVqGf4HxthfNmlHHRJ09YIbRZyy5XWvs7PVx0VjsWbs8j2Xx0YCguopnNLwsxLEDB8NYPwH9uaU1VNSr60kKch2sLd%2F8oEeyOfPlpxWMFW4U24WPSEuxRw4%2FElmEjCV%2BVlJMVt3zcY3wWvel0eowbw8LMx%2FwfKcPQ79p1LMZAMjiNguQsKSmu6%2Fw%3D%3D%7Ctkp%3ABk9SR-6p8sKIYw,
Nintendo Switch HAC-001 Handheld Console - 32GB - Pink and Yellow Joy-Con,Pre-Owned,$185.00,Ope,0,https://www.ebay.com/itm/314759747988?epid=20043433238&hash=item4949249994:g:wQsAAOSwXqhksG64&amdata=enc%3AAQAIAAAA8KRqD5EhZRpKQVStktzn4RlGxlgeG4phTG1oirKcZGiTwa42xIQvm393N8ltEhBcVSUA6UIiP98CKYb6BVFRimvUYEhZEqx7%2BwAb%2Bmr0OwbHAFgI%2Bp6qpOchxCHc7S1TuB9zaefysWSpEMkSLma%2BSRzqSC3QUcVp1jwsnbHsA6rMmV9tTAupgLsNwp1UBeQBGQqjQhLtiYew3MFNfEi7pV%2F5XjlyOpnFNkXpHIA9%2Bqz0iHFhGqLS1yOa%2Fc9lmszuXXZzxM729oSyPoFYvmVU4kSJLM%2BqPwhHyr7p9%2Fc9Qktw6VwZ9XxbfgMg%2FYagk7NXwg%3D%3D%7Ctkp%3ABk9SR-6p8sKIYw,
Nintendo Switch HAC-001(-01) Handheld Console Neon Blue/Red Joy-Cons AC Adapter,Pre-Owned,$199.95,Ope,0,https://www.ebay.com/itm/285595038475?epid=21043432595&hash=item427eca730b:g:k7YAAOSwqxdlcKGD&amdata=enc%3AAQAIAAAA0M2DgTECdrR1tRtQrEP6WDa027R1QrPNwD6RO4WvrwIHBy6t7cr71OKC4b2Rmlg3vJucx4v17FJ%2BUvM%2FutRueJrcGC3TLK3qUh%2F0HZOz7yL%2BCOHJndH%2BGU5r%2B3J53oZDF8pljumEYbB0vT%2BLb6a5%2FKfKn123b4kpoxlEx0xP9k75eXqRc6bdjTtsZFYjm9RI0uE2AG2Q%2FVtM6ACoAsoHElJslEN6r9z3uSpRdOvbdXz4JY3c8JxeAYrOYC%2FIq8bUdDo7qKO3d%2BCn2y8tB7B%2BMDA%3D%7Ctkp%3ABk9SR-6p8sKIYw,
Nintendo Switch OLED Model HEG-001 Handheld Console - 64GB - Black/Neon Red/Neon,Open Box,$200.00,Ope,0,https://www.ebay.com/itm/155931465466?epid=8048191202&hash=item244e3d56fa:g:ZeIAAOSwcU1lb~yT&amdata=enc%3AAQAIAAAA8NGZW8tsNpmrKtdDjI%2BVa0pTW1s%2FRtQBZO3nscZVE%2FeY90l8HOsoTJ2Hi3yfBeD3gTrE3TqZptiz8W%2FnaOYsSh40uI3Px5nXKN1D4o0K0LgINMIIJ1A5KGXw6Q4EUbrh5PtMjOPAQ%2FmRKtU%2FPEZSvp3etMgjV4xPyTIllpzW2lem99QNVeuWcU337IyYagPUUkvvTqB4PNDkdG6VIUu96XoyL3IzYjDvhCfMIO7OHRYX7QpC0A8y8wKS8OImGDi9eoEi08GkRFlc3SRsSn8jjA%2Bod%2FPYscsUEfzaOwOs49PbFQiOsMkUwvUvEeENDfIf7A%3D%3D%7Ctkp%3ABk9SR-6p8sKIYw,
Nintendo Switch 32GB Handheld Console - Neon Red/Neon Blue,Open Box,$137.50,Ope,0,https://www.ebay.com/itm/404661777654?epid=16029037217&hash=item5e37b8b4f6:g:FjgAAOSwepZlbjVk&amdata=enc%3AAQAIAAAA8A7xQOGg1EkzEvYpTvnX4Zu6hcNw8m%2B69GFnXSzLMXfxDqlpDurhOKnwlVxRZS6m3rg0H3bZWJCHa5U85%2F%2BOdtbgXkKUzRrB39OXemRjyLT%2BAEtDGCQjerSYOx3NyqMO7a%2BHFB%2BJXMalIqPh5axryw8FbS45olRld893dfUOJzL9TGg8Wfzm3TQERzBSbBcSgC1QG4UwAba6gDIpi%2Bl0OdtrYGtu7A1dhpI4LQheS8NYUR0s5k8o1amozPe0EJB7wjeDfmZHQCvgA5HklLCUj6i4xtqVCvVv6gMtRERecnHl85yHJcBA0vqHj46AGP1dxA%3D%3D%7Ctkp%3ABk9SR-6p8sKIYw,
Nintendo Switch Lite Gaming Console Yellow 3 Games CtR Mahjong Tetris With Case,Pre-Owned,$169.00,Ope,0,https://www.ebay.com/itm/404665488175?hash=item5e37f1532f:g:U0kAAOSwDaBlWkRX&amdata=enc%3AAQAIAAAA0D%2FoTZeIQRjznkjSlWV5o7TljDUQfFicD2JDiI1QEbHq7ep1kc1wstPPfzaScs0V%2FxcMfd%2Bws4Pf155YDOn%2F85gJbI6islg%2BhOZXe5z6T%2B9DtJKuxSh2Gd0EpTsk4erhfpCIMkFJXzCZIwxJySq4033eyFBv6U10979VcVJ3nrQ%2Fv%2Bjg3jYtrSPR2Zw9UYpQ6%2Bcg6Tloy6t6BhyXzHh%2Fjr5E3ChWUrdPyjV1h%2FbyOG5kgEqenYax76ZkRWUNQIcsrHrhqHKaGJML4tiQHhmg1Nw%3D%7Ctkp%3ABk9SR-6p8sKIYw,
Nintendo Switch Console Gray Joy-Cons w/Marvel Ultimate Alliance:The Black Order,Pre-Owned,$70.00,Ope,0,https://www.ebay.com/itm/256324719390?hash=item3bae24d31e:g:rPYAAOSwy-Rkk1cV&amdata=enc%3AAQAIAAAA0HO96Za7JmS5eqdTwfmyci8KJQ2l3%2FD36LpqMl2xg%2FpXGnmGEUhZo9JTuaZiFjNnPK6xmZ%2BC2aJac1zxUmnE0v%2Fq8c6dSwRcPXQXa2RAq28WCpcRvzUAIug%2FIPZR%2BeA%2FXHBJ6D18vlewraa4z9F0r7axy6Fwdeje7JLghGngX1ugiw27VFb9N2ImDHaA5Suv30WpK4%2Fw%2BswFOKVZ7a5zA0gguSuF5REk4vsMIcYlMj%2B47WAKTUbjkD0Qrxa1yciSWRVidhlTWxgR3APvsxz%2BiV4%3D%7Ctkp%3ABk9SR-yp8sKIYw,
FOR PARTS Nintendo Switch HAC-001 Console TABLET ONLY **READ DESCRIPTION**,Parts Only,$58.00,Ope,0,https://www.ebay.com/itm/235331465564?hash=item36cad9315c:g:kgUAAOSwEPJlb7Cn&amdata=enc%3AAQAIAAAA8JTMPlNkA8RGu9QFKWRntb%2FLLG4vVXOwly3uJVRFA0sdrQtW02O4eM03s9YcLJDyjKZn5xjmXemUKAP8Rj%2BMo1NljOCsePcs4c4i67M74ADPn0A9Pn78hXaI4599MDyqvN7ZU5B4UiPGcJuC6Cdgg0brnng4IvKhtPAGb5D7tyU%2BMNKBSwCRuVNniLnAy0L%2BarIo%2BZmBV%2Fb0uaeOUFhGcrD5dsf%2ByGlYFEygc%2FVcnJV3sK%2FzSL0sDCgHsq35oDA6L%2FyzMafaqLlWvY11rwuGTxDMarlVAV%2FAcvxEDA1su%2FbfzhI0%2BBk5keWf7XKt3XgRkg%3D%3D%7Ctkp%3ABk9SR-6p8sKIYw,
Limited Edition Mario & Bowser Nintendo Switch System Console Original Packaging,Open Box,$151.50,Ope,0,https://www.ebay.com/itm/325913355529?hash=item4be1f32509:g:zbwAAOSwtkJlXWwS&amdata=enc%3AAQAIAAAA8OGOsl8tsOGyHJqp5hb%2FBB8xmb0DY9wntRgRSYJ0JUoKgMXfmL5CKjWOBYagoN%2BbTQth0Gz%2FWkeaXGiyrQfVjkLwMJpsuwhA1gkr4MfbCL%2BfYH4JWMzeaclVnSfkILQOfIA2n7pVlWl9O6mncKvOSiUBVOYImTkBel6EQYsPqyG5h27h7tVJDvHLXBGd4rsImivsIgWQnS45qLUeJ06NFYZL69hr9whHoHjWCPhUE7yHgLDXTthEEgoswiKPxhHjnXW3o4tZJGt%2FaZ2ounZSiN1Bc5aYq5d6Qs12rmGOVxf0c9aAxak%2BXjJLuz4eDmjFoA%3D%3D%7Ctkp%3ABk9SR-6p8sKIYw,
